location	lat	log	date	total_cases	percent_world
Afghanistan	33.93911	67.709953	2019-12-31	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-01	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-02	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-03	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-04	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-05	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-06	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-07	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-08	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-09	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-10	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-11	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-12	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-13	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-14	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-15	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-16	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-17	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-18	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-19	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-20	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-21	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-22	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-23	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-24	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-25	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-26	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-27	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-28	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-29	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-30	0	0.0000000
Afghanistan	33.93911	67.709953	2020-01-31	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-01	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-02	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-03	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-04	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-05	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-06	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-07	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-08	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-09	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-10	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-11	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-12	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-13	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-14	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-15	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-16	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-17	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-18	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-19	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-20	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-21	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-22	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-23	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-24	0	0.0000000
Afghanistan	33.93911	67.709953	2020-02-25	1	0.0012479
Afghanistan	33.93911	67.709953	2020-02-26	1	0.0012346
Afghanistan	33.93911	67.709953	2020-02-27	1	0.0012179
Afghanistan	33.93911	67.709953	2020-02-28	1	0.0011994
Afghanistan	33.93911	67.709953	2020-02-29	1	0.0011734
Afghanistan	33.93911	67.709953	2020-03-01	1	0.0011489
Afghanistan	33.93911	67.709953	2020-03-02	1	0.0011221
Afghanistan	33.93911	67.709953	2020-03-08	4	0.0037563
Afghanistan	33.93911	67.709953	2020-03-11	7	0.0058212
Afghanistan	33.93911	67.709953	2020-03-15	10	0.0062969
Afghanistan	33.93911	67.709953	2020-03-16	16	0.0093477
Afghanistan	33.93911	67.709953	2020-03-17	21	0.0113572
Afghanistan	33.93911	67.709953	2020-03-18	22	0.0109255
Afghanistan	33.93911	67.709953	2020-03-19	22	0.0099470
Afghanistan	33.93911	67.709953	2020-03-20	22	0.0087461
Afghanistan	33.93911	67.709953	2020-03-21	24	0.0084837
Afghanistan	33.93911	67.709953	2020-03-22	24	0.0075724
Afghanistan	33.93911	67.709953	2020-03-23	34	0.0096882
Afghanistan	33.93911	67.709953	2020-03-24	40	0.0101565
Afghanistan	33.93911	67.709953	2020-03-25	42	0.0096613
Afghanistan	33.93911	67.709953	2020-03-26	75	0.0154021
Afghanistan	33.93911	67.709953	2020-03-27	75	0.0137037
Afghanistan	33.93911	67.709953	2020-03-28	91	0.0148782
Afghanistan	33.93911	67.709953	2020-03-29	106	0.0157061
Afghanistan	33.93911	67.709953	2020-03-30	114	0.0155587
Afghanistan	33.93911	67.709953	2020-03-31	141	0.0177076
Afghanistan	33.93911	67.709953	2020-04-01	166	0.0191053
Afghanistan	33.93911	67.709953	2020-04-02	192	0.0203041
Afghanistan	33.93911	67.709953	2020-04-03	235	0.0229859
Afghanistan	33.93911	67.709953	2020-04-04	235	0.0212995
Afghanistan	33.93911	67.709953	2020-04-05	270	0.0227214
Afghanistan	33.93911	67.709953	2020-04-06	299	0.0237822
Afghanistan	33.93911	67.709953	2020-04-07	337	0.0253464
Afghanistan	33.93911	67.709953	2020-04-08	367	0.0261291
Afghanistan	33.93911	67.709953	2020-04-09	423	0.0284075
Afghanistan	33.93911	67.709953	2020-04-10	484	0.0307331
Afghanistan	33.93911	67.709953	2020-04-11	521	0.0313069
Afghanistan	33.93911	67.709953	2020-04-12	555	0.0318063
Afghanistan	33.93911	67.709953	2020-04-13	607	0.0334215
Afghanistan	33.93911	67.709953	2020-04-14	665	0.0353308
Afghanistan	33.93911	67.709953	2020-04-15	714	0.0364506
Afghanistan	33.93911	67.709953	2020-04-16	784	0.0384585
Afghanistan	33.93911	67.709953	2020-04-17	794	0.0374259
Afghanistan	33.93911	67.709953	2020-04-18	845	0.0383495
Afghanistan	33.93911	67.709953	2020-04-19	908	0.0397695
Afghanistan	33.93911	67.709953	2020-04-20	996	0.0422876
Afghanistan	33.93911	67.709953	2020-04-21	1031	0.0424060
Afghanistan	33.93911	67.709953	2020-04-22	1092	0.0433851
Afghanistan	33.93911	67.709953	2020-04-23	1176	0.0455235
Afghanistan	33.93911	67.709953	2020-04-24	1281	0.0481450
Afghanistan	33.93911	67.709953	2020-04-25	1351	0.0494061
Afghanistan	33.93911	67.709953	2020-04-26	1463	0.0516045
Afghanistan	33.93911	67.709953	2020-04-27	1531	0.0524660
Afghanistan	33.93911	67.709953	2020-04-28	1703	0.0570736
Afghanistan	33.93911	67.709953	2020-04-29	1827	0.0597952
Afghanistan	33.93911	67.709953	2020-04-30	1949	0.0622041
Afghanistan	33.93911	67.709953	2020-05-01	2171	0.0674680
Afghanistan	33.93911	67.709953	2020-05-02	2335	0.0705531
Afghanistan	33.93911	67.709953	2020-05-03	2469	0.0728161
Afghanistan	33.93911	67.709953	2020-05-04	2704	0.0779421
Afghanistan	33.93911	67.709953	2020-05-05	2894	0.0816037
Afghanistan	33.93911	67.709953	2020-05-06	3224	0.0889234
Afghanistan	33.93911	67.709953	2020-05-07	3392	0.0912953
Afghanistan	33.93911	67.709953	2020-05-08	3563	0.0935269
Afghanistan	33.93911	67.709953	2020-05-09	3778	0.0968782
Afghanistan	33.93911	67.709953	2020-05-10	4033	0.1010803
Afghanistan	33.93911	67.709953	2020-05-11	4402	0.1082401
Afghanistan	33.93911	67.709953	2020-05-12	4687	0.1132696
Afghanistan	33.93911	67.709953	2020-05-13	4967	0.1175982
Afghanistan	33.93911	67.709953	2020-05-14	5226	0.1212627
Afghanistan	33.93911	67.709953	2020-05-15	5339	0.1211669
Afghanistan	33.93911	67.709953	2020-05-16	6402	0.1421292
Afghanistan	33.93911	67.709953	2020-05-17	6402	0.1392179
Afghanistan	33.93911	67.709953	2020-05-18	6664	0.1424003
Afghanistan	33.93911	67.709953	2020-05-19	7072	0.1483564
Afghanistan	33.93911	67.709953	2020-05-20	7653	0.1574052
Afghanistan	33.93911	67.709953	2020-05-21	8145	0.1641694
Afghanistan	33.93911	67.709953	2020-05-22	8676	0.1711492
Afghanistan	33.93911	67.709953	2020-05-23	9216	0.1780582
Afghanistan	33.93911	67.709953	2020-05-24	9998	0.1894658
Afghanistan	33.93911	67.709953	2020-05-25	10582	0.1970152
Afghanistan	33.93911	67.709953	2020-05-26	11173	0.2046242
Afghanistan	33.93911	67.709953	2020-05-27	11831	0.2129362
Afghanistan	33.93911	67.709953	2020-05-28	12456	0.2201210
Afghanistan	33.93911	67.709953	2020-05-29	13036	0.2256335
Afghanistan	33.93911	67.709953	2020-05-30	13659	0.2314877
Afghanistan	33.93911	67.709953	2020-05-31	14525	0.2409458
Afghanistan	33.93911	67.709953	2020-06-01	15205	0.2477880
Afghanistan	33.93911	67.709953	2020-06-02	15750	0.2525344
Afghanistan	33.93911	67.709953	2020-06-03	16509	0.2600132
Afghanistan	33.93911	67.709953	2020-06-04	17267	0.2666315
Afghanistan	33.93911	67.709953	2020-06-05	18054	0.2733947
Afghanistan	33.93911	67.709953	2020-06-06	18969	0.2815582
Afghanistan	33.93911	67.709953	2020-06-07	19551	0.2848749
Afghanistan	33.93911	67.709953	2020-06-08	20342	0.2914606
Afghanistan	33.93911	67.709953	2020-06-09	20917	0.2952218
Afghanistan	33.93911	67.709953	2020-06-10	21459	0.2975963
Afghanistan	33.93911	67.709953	2020-06-11	22143	0.3015294
Albania	41.153332	20.168331	2020-03-09	2	0.0018078
Albania	41.153332	20.168331	2020-03-10	6	0.0052024
Albania	41.153332	20.168331	2020-03-11	10	0.0083160
Albania	41.153332	20.168331	2020-03-12	11	0.0086082
Albania	41.153332	20.168331	2020-03-13	23	0.0168121
Albania	41.153332	20.168331	2020-03-14	33	0.0224987
Albania	41.153332	20.168331	2020-03-15	38	0.0239283
Albania	41.153332	20.168331	2020-03-16	42	0.0245377
Albania	41.153332	20.168331	2020-03-17	51	0.0275817
Albania	41.153332	20.168331	2020-03-18	55	0.0273139
Albania	41.153332	20.168331	2020-03-19	59	0.0266761
Albania	41.153332	20.168331	2020-03-20	70	0.0278284
Albania	41.153332	20.168331	2020-03-21	70	0.0247442
Albania	41.153332	20.168331	2020-03-22	76	0.0239792
Albania	41.153332	20.168331	2020-03-23	89	0.0253603
Albania	41.153332	20.168331	2020-03-24	100	0.0253912
Albania	41.153332	20.168331	2020-03-25	123	0.0282939
Albania	41.153332	20.168331	2020-03-26	146	0.0299827
Albania	41.153332	20.168331	2020-03-27	174	0.0317926
Albania	41.153332	20.168331	2020-03-28	186	0.0304104
Albania	41.153332	20.168331	2020-03-29	197	0.0291896
Albania	41.153332	20.168331	2020-03-30	212	0.0289338
Albania	41.153332	20.168331	2020-03-31	223	0.0280056
Albania	41.153332	20.168331	2020-04-01	243	0.0279675
Albania	41.153332	20.168331	2020-04-02	259	0.0273893
Albania	41.153332	20.168331	2020-04-03	277	0.0270940
Albania	41.153332	20.168331	2020-04-04	304	0.0275534
Albania	41.153332	20.168331	2020-04-05	333	0.0280231
Albania	41.153332	20.168331	2020-04-06	361	0.0287137
Albania	41.153332	20.168331	2020-04-07	377	0.0283549
Albania	41.153332	20.168331	2020-04-08	383	0.0272682
Albania	41.153332	20.168331	2020-04-09	400	0.0268629
Albania	41.153332	20.168331	2020-04-10	409	0.0259707
Albania	41.153332	20.168331	2020-04-11	416	0.0249974
Albania	41.153332	20.168331	2020-04-12	433	0.0248146
Albania	41.153332	20.168331	2020-04-13	446	0.0245568
Albania	41.153332	20.168331	2020-04-14	467	0.0248112
Albania	41.153332	20.168331	2020-04-15	475	0.0242494
Albania	41.153332	20.168331	2020-04-16	494	0.0242328
Albania	41.153332	20.168331	2020-04-17	518	0.0244164
Albania	41.153332	20.168331	2020-04-18	539	0.0244620
Albania	41.153332	20.168331	2020-04-19	548	0.0240018
Albania	41.153332	20.168331	2020-04-20	562	0.0238611
Albania	41.153332	20.168331	2020-04-21	584	0.0240205
Albania	41.153332	20.168331	2020-04-22	609	0.0241956
Albania	41.153332	20.168331	2020-04-23	634	0.0245425
Albania	41.153332	20.168331	2020-04-24	663	0.0249181
Albania	41.153332	20.168331	2020-04-25	678	0.0247945
Albania	41.153332	20.168331	2020-04-26	712	0.0251144
Albania	41.153332	20.168331	2020-04-27	726	0.0248794
Albania	41.153332	20.168331	2020-04-28	736	0.0246660
Albania	41.153332	20.168331	2020-04-29	750	0.0245465
Albania	41.153332	20.168331	2020-04-30	766	0.0244476
Albania	41.153332	20.168331	2020-05-01	773	0.0240225
Albania	41.153332	20.168331	2020-05-02	782	0.0236285
Albania	41.153332	20.168331	2020-05-03	789	0.0232693
Albania	41.153332	20.168331	2020-05-04	795	0.0229157
Albania	41.153332	20.168331	2020-05-05	803	0.0226426
Albania	41.153332	20.168331	2020-05-06	820	0.0226170
Albania	41.153332	20.168331	2020-05-07	832	0.0223932
Albania	41.153332	20.168331	2020-05-08	842	0.0221021
Albania	41.153332	20.168331	2020-05-09	850	0.0217963
Albania	41.153332	20.168331	2020-05-10	856	0.0214542
Albania	41.153332	20.168331	2020-05-11	868	0.0213431
Albania	41.153332	20.168331	2020-05-12	872	0.0210734
Albania	41.153332	20.168331	2020-05-13	876	0.0207401
Albania	41.153332	20.168331	2020-05-14	880	0.0204193
Albania	41.153332	20.168331	2020-05-15	898	0.0203798
Albania	41.153332	20.168331	2020-05-16	916	0.0203359
Albania	41.153332	20.168331	2020-05-17	933	0.0202890
Albania	41.153332	20.168331	2020-05-18	946	0.0202147
Albania	41.153332	20.168331	2020-05-19	948	0.0198871
Albania	41.153332	20.168331	2020-05-20	949	0.0195188
Albania	41.153332	20.168331	2020-05-21	964	0.0194302
Albania	41.153332	20.168331	2020-05-22	969	0.0191152
Albania	41.153332	20.168331	2020-05-23	981	0.0189535
Albania	41.153332	20.168331	2020-05-24	989	0.0187419
Albania	41.153332	20.168331	2020-05-25	998	0.0185807
Albania	41.153332	20.168331	2020-05-26	1004	0.0183874
Albania	41.153332	20.168331	2020-05-27	1029	0.0185201
Albania	41.153332	20.168331	2020-05-28	1050	0.0185555
Albania	41.153332	20.168331	2020-05-29	1076	0.0186239
Albania	41.153332	20.168331	2020-05-30	1099	0.0186254
Albania	41.153332	20.168331	2020-05-31	1122	0.0186121
Albania	41.153332	20.168331	2020-06-01	1137	0.0185291
Albania	41.153332	20.168331	2020-06-02	1143	0.0183268
Albania	41.153332	20.168331	2020-06-03	1164	0.0183327
Albania	41.153332	20.168331	2020-06-04	1184	0.0182830
Albania	41.153332	20.168331	2020-06-05	1197	0.0181264
Albania	41.153332	20.168331	2020-06-06	1212	0.0179898
Albania	41.153332	20.168331	2020-06-07	1232	0.0179513
Albania	41.153332	20.168331	2020-06-08	1246	0.0178527
Albania	41.153332	20.168331	2020-06-09	1263	0.0178259
Albania	41.153332	20.168331	2020-06-10	1299	0.0180147
Albania	41.153332	20.168331	2020-06-11	1341	0.0182609
Algeria	28.033886	1.659626	2019-12-31	0	0.0000000
Algeria	28.033886	1.659626	2020-01-01	0	0.0000000
Algeria	28.033886	1.659626	2020-01-02	0	0.0000000
Algeria	28.033886	1.659626	2020-01-03	0	0.0000000
Algeria	28.033886	1.659626	2020-01-04	0	0.0000000
Algeria	28.033886	1.659626	2020-01-05	0	0.0000000
Algeria	28.033886	1.659626	2020-01-06	0	0.0000000
Algeria	28.033886	1.659626	2020-01-07	0	0.0000000
Algeria	28.033886	1.659626	2020-01-08	0	0.0000000
Algeria	28.033886	1.659626	2020-01-09	0	0.0000000
Algeria	28.033886	1.659626	2020-01-10	0	0.0000000
Algeria	28.033886	1.659626	2020-01-11	0	0.0000000
Algeria	28.033886	1.659626	2020-01-12	0	0.0000000
Algeria	28.033886	1.659626	2020-01-13	0	0.0000000
Algeria	28.033886	1.659626	2020-01-14	0	0.0000000
Algeria	28.033886	1.659626	2020-01-15	0	0.0000000
Algeria	28.033886	1.659626	2020-01-16	0	0.0000000
Algeria	28.033886	1.659626	2020-01-17	0	0.0000000
Algeria	28.033886	1.659626	2020-01-18	0	0.0000000
Algeria	28.033886	1.659626	2020-01-19	0	0.0000000
Algeria	28.033886	1.659626	2020-01-20	0	0.0000000
Algeria	28.033886	1.659626	2020-01-21	0	0.0000000
Algeria	28.033886	1.659626	2020-01-22	0	0.0000000
Algeria	28.033886	1.659626	2020-01-23	0	0.0000000
Algeria	28.033886	1.659626	2020-01-24	0	0.0000000
Algeria	28.033886	1.659626	2020-01-25	0	0.0000000
Algeria	28.033886	1.659626	2020-01-26	0	0.0000000
Algeria	28.033886	1.659626	2020-01-27	0	0.0000000
Algeria	28.033886	1.659626	2020-01-28	0	0.0000000
Algeria	28.033886	1.659626	2020-01-29	0	0.0000000
Algeria	28.033886	1.659626	2020-01-30	0	0.0000000
Algeria	28.033886	1.659626	2020-01-31	0	0.0000000
Algeria	28.033886	1.659626	2020-02-01	0	0.0000000
Algeria	28.033886	1.659626	2020-02-02	0	0.0000000
Algeria	28.033886	1.659626	2020-02-03	0	0.0000000
Algeria	28.033886	1.659626	2020-02-04	0	0.0000000
Algeria	28.033886	1.659626	2020-02-05	0	0.0000000
Algeria	28.033886	1.659626	2020-02-06	0	0.0000000
Algeria	28.033886	1.659626	2020-02-07	0	0.0000000
Algeria	28.033886	1.659626	2020-02-08	0	0.0000000
Algeria	28.033886	1.659626	2020-02-09	0	0.0000000
Algeria	28.033886	1.659626	2020-02-10	0	0.0000000
Algeria	28.033886	1.659626	2020-02-11	0	0.0000000
Algeria	28.033886	1.659626	2020-02-12	0	0.0000000
Algeria	28.033886	1.659626	2020-02-13	0	0.0000000
Algeria	28.033886	1.659626	2020-02-14	0	0.0000000
Algeria	28.033886	1.659626	2020-02-15	0	0.0000000
Algeria	28.033886	1.659626	2020-02-16	0	0.0000000
Algeria	28.033886	1.659626	2020-02-17	0	0.0000000
Algeria	28.033886	1.659626	2020-02-18	0	0.0000000
Algeria	28.033886	1.659626	2020-02-19	0	0.0000000
Algeria	28.033886	1.659626	2020-02-20	0	0.0000000
Algeria	28.033886	1.659626	2020-02-21	0	0.0000000
Algeria	28.033886	1.659626	2020-02-22	0	0.0000000
Algeria	28.033886	1.659626	2020-02-23	0	0.0000000
Algeria	28.033886	1.659626	2020-02-24	0	0.0000000
Algeria	28.033886	1.659626	2020-02-25	0	0.0000000
Algeria	28.033886	1.659626	2020-02-26	1	0.0012346
Algeria	28.033886	1.659626	2020-02-27	1	0.0012179
Algeria	28.033886	1.659626	2020-02-28	1	0.0011994
Algeria	28.033886	1.659626	2020-02-29	1	0.0011734
Algeria	28.033886	1.659626	2020-03-01	3	0.0034466
Algeria	28.033886	1.659626	2020-03-02	3	0.0033662
Algeria	28.033886	1.659626	2020-03-04	5	0.0053652
Algeria	28.033886	1.659626	2020-03-05	12	0.0125702
Algeria	28.033886	1.659626	2020-03-06	17	0.0172691
Algeria	28.033886	1.659626	2020-03-09	20	0.0180778
Algeria	28.033886	1.659626	2020-03-12	20	0.0156513
Algeria	28.033886	1.659626	2020-03-13	25	0.0182741
Algeria	28.033886	1.659626	2020-03-14	26	0.0177263
Algeria	28.033886	1.659626	2020-03-15	37	0.0232986
Algeria	28.033886	1.659626	2020-03-16	48	0.0280431
Algeria	28.033886	1.659626	2020-03-17	58	0.0313675
Algeria	28.033886	1.659626	2020-03-18	60	0.0297969
Algeria	28.033886	1.659626	2020-03-19	72	0.0325538
Algeria	28.033886	1.659626	2020-03-20	90	0.0357793
Algeria	28.033886	1.659626	2020-03-21	102	0.0360558
Algeria	28.033886	1.659626	2020-03-22	139	0.0438566
Algeria	28.033886	1.659626	2020-03-23	201	0.0572744
Algeria	28.033886	1.659626	2020-03-24	230	0.0583998
Algeria	28.033886	1.659626	2020-03-25	264	0.0607283
Algeria	28.033886	1.659626	2020-03-26	302	0.0620191
Algeria	28.033886	1.659626	2020-03-27	367	0.0670568
Algeria	28.033886	1.659626	2020-03-28	409	0.0668703
Algeria	28.033886	1.659626	2020-03-29	454	0.0672695
Algeria	28.033886	1.659626	2020-03-30	511	0.0697414
Algeria	28.033886	1.659626	2020-03-31	584	0.0733421
Algeria	28.033886	1.659626	2020-04-01	716	0.0824062
Algeria	28.033886	1.659626	2020-04-02	847	0.0895705
Algeria	28.033886	1.659626	2020-04-03	986	0.0964430
Algeria	28.033886	1.659626	2020-04-04	1171	0.1061348
Algeria	28.033886	1.659626	2020-04-05	1251	0.1052759
Algeria	28.033886	1.659626	2020-04-06	1320	0.1049918
Algeria	28.033886	1.659626	2020-04-07	1423	0.1070266
Algeria	28.033886	1.659626	2020-04-08	1468	0.1045163
Algeria	28.033886	1.659626	2020-04-09	1572	0.1055710
Algeria	28.033886	1.659626	2020-04-10	1666	0.1057879
Algeria	28.033886	1.659626	2020-04-11	1761	0.1058185
Algeria	28.033886	1.659626	2020-04-12	1825	0.1045881
Algeria	28.033886	1.659626	2020-04-13	1914	0.1053852
Algeria	28.033886	1.659626	2020-04-14	1983	0.1053548
Algeria	28.033886	1.659626	2020-04-15	2070	0.1056762
Algeria	28.033886	1.659626	2020-04-16	2160	0.1059571
Algeria	28.033886	1.659626	2020-04-17	2268	0.1069043
Algeria	28.033886	1.659626	2020-04-18	2418	0.1097386
Algeria	28.033886	1.659626	2020-04-19	2535	0.1110304
Algeria	28.033886	1.659626	2020-04-20	2629	0.1116206
Algeria	28.033886	1.659626	2020-04-21	2718	0.1117938
Algeria	28.033886	1.659626	2020-04-22	2811	0.1116810
Algeria	28.033886	1.659626	2020-04-23	2910	0.1126475
Algeria	28.033886	1.659626	2020-04-24	3007	0.1130148
Algeria	28.033886	1.659626	2020-04-25	3127	0.1143545
Algeria	28.033886	1.659626	2020-04-26	3256	0.1148490
Algeria	28.033886	1.659626	2020-04-27	3382	0.1158980
Algeria	28.033886	1.659626	2020-04-28	3517	0.1178673
Algeria	28.033886	1.659626	2020-04-29	3649	0.1194268
Algeria	28.033886	1.659626	2020-04-30	3848	0.1228124
Algeria	28.033886	1.659626	2020-05-01	4006	0.1244942
Algeria	28.033886	1.659626	2020-05-02	4154	0.1255151
Algeria	28.033886	1.659626	2020-05-03	4295	0.1266688
Algeria	28.033886	1.659626	2020-05-04	4474	0.1289619
Algeria	28.033886	1.659626	2020-05-05	4648	0.1310622
Algeria	28.033886	1.659626	2020-05-06	4838	0.1334403
Algeria	28.033886	1.659626	2020-05-07	4997	0.1344937
Algeria	28.033886	1.659626	2020-05-08	5182	0.1360248
Algeria	28.033886	1.659626	2020-05-09	5369	0.1376758
Algeria	28.033886	1.659626	2020-05-10	5558	0.1393018
Algeria	28.033886	1.659626	2020-05-11	5723	0.1407219
Algeria	28.033886	1.659626	2020-05-12	5891	0.1423664
Algeria	28.033886	1.659626	2020-05-13	6067	0.1436417
Algeria	28.033886	1.659626	2020-05-14	6253	0.1450929
Algeria	28.033886	1.659626	2020-05-15	6442	0.1461992
Algeria	28.033886	1.659626	2020-05-16	6629	0.1471688
Algeria	28.033886	1.659626	2020-05-17	6821	0.1483295
Algeria	28.033886	1.659626	2020-05-18	7019	0.1499862
Algeria	28.033886	1.659626	2020-05-19	7201	0.1510625
Algeria	28.033886	1.659626	2020-05-20	7377	0.1517285
Algeria	28.033886	1.659626	2020-05-21	7542	0.1520154
Algeria	28.033886	1.659626	2020-05-22	7728	0.1524482
Algeria	28.033886	1.659626	2020-05-23	7918	0.1529801
Algeria	28.033886	1.659626	2020-05-24	8113	0.1537443
Algeria	28.033886	1.659626	2020-05-25	8306	0.1546408
Algeria	28.033886	1.659626	2020-05-26	8503	0.1557254
Algeria	28.033886	1.659626	2020-05-27	8697	0.1565300
Algeria	28.033886	1.659626	2020-05-28	8857	0.1565199
Algeria	28.033886	1.659626	2020-05-29	8997	0.1557245
Algeria	28.033886	1.659626	2020-05-30	9134	0.1547997
Algeria	28.033886	1.659626	2020-05-31	9267	0.1537243
Algeria	28.033886	1.659626	2020-06-01	9394	0.1530891
Algeria	28.033886	1.659626	2020-06-02	9513	0.1525308
Algeria	28.033886	1.659626	2020-06-03	9626	0.1516074
Algeria	28.033886	1.659626	2020-06-04	9626	0.1486416
Algeria	28.033886	1.659626	2020-06-05	9831	0.1488724
Algeria	28.033886	1.659626	2020-06-06	9935	0.1474659
Algeria	28.033886	1.659626	2020-06-07	10050	0.1464372
Algeria	28.033886	1.659626	2020-06-08	10154	0.1454867
Algeria	28.033886	1.659626	2020-06-09	10265	0.1448799
Algeria	28.033886	1.659626	2020-06-10	10382	0.1439790
Algeria	28.033886	1.659626	2020-06-11	10484	0.1427645
Andorra	42.546245	1.601554	2020-03-03	1	0.0010996
Andorra	42.546245	1.601554	2020-03-14	2	0.0013636
Andorra	42.546245	1.601554	2020-03-16	5	0.0029212
Andorra	42.546245	1.601554	2020-03-17	14	0.0075715
Andorra	42.546245	1.601554	2020-03-18	14	0.0069526
Andorra	42.546245	1.601554	2020-03-19	53	0.0239633
Andorra	42.546245	1.601554	2020-03-20	75	0.0298161
Andorra	42.546245	1.601554	2020-03-21	75	0.0265116
Andorra	42.546245	1.601554	2020-03-22	88	0.0277653
Andorra	42.546245	1.601554	2020-03-23	113	0.0321991
Andorra	42.546245	1.601554	2020-03-24	133	0.0337703
Andorra	42.546245	1.601554	2020-03-25	164	0.0377252
Andorra	42.546245	1.601554	2020-03-26	188	0.0386079
Andorra	42.546245	1.601554	2020-03-27	224	0.0409284
Andorra	42.546245	1.601554	2020-03-28	267	0.0436537
Andorra	42.546245	1.601554	2020-03-29	308	0.0456366
Andorra	42.546245	1.601554	2020-03-30	334	0.0455844
Andorra	42.546245	1.601554	2020-03-31	370	0.0464668
Andorra	42.546245	1.601554	2020-04-01	376	0.0432747
Andorra	42.546245	1.601554	2020-04-02	390	0.0412426
Andorra	42.546245	1.601554	2020-04-03	428	0.0418637
Andorra	42.546245	1.601554	2020-04-04	439	0.0397892
Andorra	42.546245	1.601554	2020-04-05	466	0.0392155
Andorra	42.546245	1.601554	2020-04-06	501	0.0398492
Andorra	42.546245	1.601554	2020-04-07	526	0.0395615
Andorra	42.546245	1.601554	2020-04-08	545	0.0388020
Andorra	42.546245	1.601554	2020-04-09	564	0.0378766
Andorra	42.546245	1.601554	2020-04-10	583	0.0370194
Andorra	42.546245	1.601554	2020-04-11	601	0.0361141
Andorra	42.546245	1.601554	2020-04-12	622	0.0356459
Andorra	42.546245	1.601554	2020-04-13	638	0.0351284
Andorra	42.546245	1.601554	2020-04-14	646	0.0343213
Andorra	42.546245	1.601554	2020-04-15	659	0.0336428
Andorra	42.546245	1.601554	2020-04-16	673	0.0330135
Andorra	42.546245	1.601554	2020-04-17	682	0.0321467
Andorra	42.546245	1.601554	2020-04-18	696	0.0315873
Andorra	42.546245	1.601554	2020-04-19	704	0.0308345
Andorra	42.546245	1.601554	2020-04-20	713	0.0302721
Andorra	42.546245	1.601554	2020-04-21	717	0.0294909
Andorra	42.546245	1.601554	2020-04-22	717	0.0284864
Andorra	42.546245	1.601554	2020-04-23	723	0.0279877
Andorra	42.546245	1.601554	2020-04-24	724	0.0272108
Andorra	42.546245	1.601554	2020-04-25	731	0.0267327
Andorra	42.546245	1.601554	2020-04-26	733	0.0258551
Andorra	42.546245	1.601554	2020-04-27	740	0.0253591
Andorra	42.546245	1.601554	2020-04-28	743	0.0249006
